ConditionA,ConditionB,OddsRatio,PValue,OddsRatio_CI_Low,OddsRatio_CI_High,PairFrequency,Direction,Significance,Interpretation,AdjustedPValue,FDRSignificance,DirectionalFrequency,Precedence,DirectionalPercentage,Percentage,MedianDurationDays,MedianDurationYears,MedianDurationYearsWithIQR,ConditionA_Count,ConditionB_Count,TotalPatientsInGroup
Insomnia,Reflux Disorders,5.06081193830604,2.11362697814512e-34,3.99064024294951,6.41797203347276,119,Positive,Significant,Significant after FDR correction,0,True,70,INSOMNIA precedes REFLUX DISORDERS,58.8235294117647,4.13194444444444,1501.0,4.10951403148528,4.11 [1.37-8.74],356,650,2880
Chronic Airway Diseases,Mental Illness,4.96517631349092,5.649384573615189e-55,4.10991757153728,5.99841125641604,215,Positive,Significant,Significant after FDR correction,0,True,107,MENTAL ILLNESS precedes CHRONIC AIRWAY DISEASES,49.7674418604651,7.46527777777778,1559.0,4.26830937713895,4.27 [1.19-8.58],566,838,2880
Anaemia,Reflux Disorders,4.93978136001482,3.9192778099093e-35,3.9178885349461,6.22821187154718,125,Positive,Significant,Significant after FDR correction,0,True,69,ANAEMIA precedes REFLUX DISORDERS,55.2,4.34027777777778,1562.0,4.27652292950034,4.28 [1.15-9.78],382,650,2880
Inflammatory Bowel Disease,Reflux Disorders,4.9385183744896,2.4425334999497998e-27,3.79585307576905,6.4251601019173,94,Positive,Significant,Significant after FDR correction,0,True,47,IBD precedes REFLUX DISORDERS,50.0,3.26388888888889,1659.5,4.54346338124572,4.54 [2.10-7.72],279,650,2880
Chronic Airway Diseases,Insomnia,4.92010266958198,1.99746311415179e-30,3.8438970272972,6.29762194650903,105,Positive,Significant,Significant after FDR correction,0,True,56,CHRONIC AIRWAY DISEASES precedes INSOMNIA,53.3333333333333,3.64583333333333,1858.0,5.08692676249144,5.09 [1.98-8.55],566,356,2880
Mental Illness,Reflux Disorders,4.72231049480797,1.2183706684498498e-56,3.94104321352062,5.65845518589282,236,Positive,Significant,Significant after FDR correction,0,True,133,MENTAL ILLNESS precedes REFLUX DISORDERS,56.3559322033898,8.19444444444444,1730.5,4.7378507871321,4.74 [1.60-9.31],838,650,2880
Chronic Airway Diseases,Reflux Disorders,4.49742368343218,4.80806763373252e-41,3.67011046908991,5.5112291465473,167,Positive,Significant,Significant after FDR correction,0,True,84,CHRONIC AIRWAY DISEASES precedes REFLUX DISORDERS,50.2994011976048,5.79861111111111,1457.0,3.98904859685147,3.99 [1.78-7.91],566,650,2880
Inflammatory Bowel Disease,Mental Illness,4.37606999589374,3.3453737543715697e-26,3.39507108386538,5.64052655626836,106,Positive,Significant,Significant after FDR correction,0,True,55,IBD precedes MENTAL ILLNESS,51.8867924528302,3.68055555555556,1730.0,4.73648186173854,4.74 [2.05-8.66],279,838,2880
Chronic Airway Diseases,Inflammatory Bowel Disease,4.35135796427698,6.3025420450819204e-21,3.29734056249095,5.74229921794092,78,Positive,Significant,Significant after FDR correction,0,True,47,IBD precedes CHRONIC AIRWAY DISEASES,60.2564102564103,2.70833333333333,1406.5,3.8507871321013,3.85 [1.62-8.09],566,279,2880
Anaemia,Chronic Pain Conditions,3.71603638467594,1.26902530683071e-16,2.8080941525008,4.91754395056079,71,Positive,Significant,Significant after FDR correction,0,True,43,CHRONIC PAIN CONDITIONS precedes ANAEMIA,60.5633802816901,2.46527777777778,1491.0,4.08213552361396,4.08 [1.98-9.93],382,410,2880
Diabetes,Mental Illness,3.69429013994231,5.15238309851447e-17,2.78231884148756,4.90518176226641,79,Positive,Significant,Significant after FDR correction,0,True,49,MENTAL ILLNESS precedes DIABETES,62.0253164556962,2.74305555555556,1555.0,4.25735797399042,4.26 [1.54-8.71],227,838,2880
Anaemia,Chronic Airway Diseases,3.66293334893963,2.9888850478089504e-20,2.84739559560625,4.71205361821787,93,Positive,Significant,Significant after FDR correction,0,True,49,CHRONIC AIRWAY DISEASES precedes ANAEMIA,52.6881720430108,3.22916666666667,1794.0,4.91170431211499,4.91 [2.00-8.96],382,566,2880
Anaemia,Mental Illness,3.55660770716292,2.0922001106869e-24,2.83367067429058,4.46398323468464,126,Positive,Significant,Significant after FDR correction,0,True,70,ANAEMIA precedes MENTAL ILLNESS,55.5555555555556,4.375,1614.5,4.42026009582478,4.42 [1.49-9.32],382,838,2880
Anaemia,Epilepsy,3.43896103896104,4.2122538924085004e-20,2.69760816177231,4.3840514701446,102,Positive,Significant,Significant after FDR correction,0,True,50,EPILEPSY precedes ANAEMIA,49.0196078431373,3.54166666666667,1836.5,5.0280629705681,5.03 [1.60-8.19],382,663,2880
Epilepsy,Inflammatory Bowel Disease,3.35884353741497,4.5095331770033e-15,2.54357605458702,4.43542070955138,75,Positive,Significant,Significant after FDR correction,0,True,45,IBD precedes EPILEPSY,60.0,2.60416666666667,1255.0,3.43600273785079,3.44 [1.07-8.10],663,279,2880
Chronic Pain Conditions,Thyroid Disorders,2.99545892390257,1.0128589791019499e-12,2.27640190843311,3.94164762010926,72,Positive,Significant,Significant after FDR correction,0,True,45,CHRONIC PAIN CONDITIONS precedes THYROID DISORDERS,62.5,2.5,1470.0,4.02464065708419,4.02 [1.95-8.13],410,459,2880
Chronic Airway Diseases,Thyroid Disorders,2.85095137420719,1.6724051115123e-14,2.2286285322921,3.64705181699099,93,Positive,Significant,Significant after FDR correction,0,True,54,CHRONIC AIRWAY DISEASES precedes THYROID DISORDERS,58.0645161290323,3.22916666666667,1577.0,4.31759069130732,4.32 [1.82-9.31],566,459,2880
Chronic Airway Diseases,Epilepsy,2.73885220924327,1.8519157533095902e-17,2.20442750271954,3.40283879366529,126,Positive,Significant,Significant after FDR correction,0,True,57,CHRONIC AIRWAY DISEASES precedes EPILEPSY,45.2380952380952,4.375,1265.0,3.46338124572211,3.46 [0.67-8.10],566,663,2880
Epilepsy,Reflux Disorders,2.65901848311026,4.4641482144147595e-18,2.16065814293933,3.27232668278729,140,Positive,Significant,Significant after FDR correction,0,True,82,EPILEPSY precedes REFLUX DISORDERS,58.5714285714286,4.86111111111111,1619.5,4.43394934976044,4.43 [1.69-8.49],663,650,2880
