ConditionA,ConditionB,OddsRatio,PValue,OddsRatio_CI_Low,OddsRatio_CI_High,PairFrequency,Direction,Significance,Interpretation,AdjustedPValue,FDRSignificance,DirectionalFrequency,Precedence,DirectionalPercentage,Percentage,MedianDurationDays,MedianDurationYears,MedianDurationYearsWithIQR,ConditionA_Count,ConditionB_Count,TotalPatientsInGroup
CARDIAC ARRHYTHMIAS,CKD,4.47912377030428,6.24414136492718e-20,3.35506294742321,5.97978340916479,71,Positive,Significant,Significant after FDR correction,0,true,32,CKD precedes CARDIAC ARRHYTHMIAS,45.0704225352113,1.7807875595686,349,0.955509924709103,0.96 [0.19-3.22],259,536,3987
CHRONIC CONSTIPATION,EPILEPSY,4.47871905054225,1.65394996748982e-25,3.44958460962324,5.81488109546064,100,Positive,Significant,Significant after FDR correction,0,true,54,EPILEPSY precedes CHRONIC CONSTIPATION,54,2.50815149235014,1143.5,3.13073237508556,3.13 [1.47-6.80],262,824,3987
CHRONIC ARTHRITIS,NEUROPATHIC PAIN,4.42966375509981,8.62860243354027e-31,3.50780162835242,5.59379436529343,123,Positive,Significant,Significant after FDR correction,0,true,63,CHRONIC ARTHRITIS precedes NEUROPATHIC PAIN,51.219512195122,3.08502633559067,1253,3.43052703627652,3.43 [1.15-6.96],742,359,3987
CHRONIC PAIN CONDITIONS,REFLUX DISORDERS,4.26828251846172,1.45431522640083e-34,3.43619783932357,5.30185877219231,150,Positive,Significant,Significant after FDR correction,0,true,89,CHRONIC PAIN CONDITIONS precedes REFLUX DISORDERS,59.3333333333333,3.76222723852521,1172,3.20876112251882,3.21 [1.14-6.10],401,867,3987
CHRONIC AIRWAY DISEASES,INSOMNIA,4.14042276806802,4.32490364910238e-31,3.31690118142741,5.16840863222782,134,Positive,Significant,Significant after FDR correction,0,true,67,CHRONIC AIRWAY DISEASES precedes INSOMNIA,50,3.36092299974919,1109.5,3.03764544832307,3.04 [1.01-5.50],714,426,3987
CARDIAC ARRHYTHMIAS,CHRONIC AIRWAY DISEASES,3.99768585218268,8.93632947611526e-20,3.04046150719667,5.25627183074476,83,Positive,Significant,Significant after FDR correction,0,true,52,CHRONIC AIRWAY DISEASES precedes CARDIAC ARRHYTHMIAS,62.6506024096386,2.08176573865061,1252,3.42778918548939,3.43 [1.02-6.65],259,714,3987
CHRONIC CONSTIPATION,REFLUX DISORDERS,3.97543486816214,7.06717771335566e-22,3.05933426276767,5.16585669743128,97,Positive,Significant,Significant after FDR correction,0,true,50,CHRONIC CONSTIPATION precedes REFLUX DISORDERS,51.5463917525773,2.43290694757963,1354,3.70704996577687,3.71 [1.22-6.66],262,867,3987
NEUROPATHIC PAIN,REFLUX DISORDERS,3.96147488046074,3.31840568037428e-28,3.15175618324259,4.97921866924866,130,Positive,Significant,Significant after FDR correction,0,true,67,REFLUX DISORDERS precedes NEUROPATHIC PAIN,51.5384615384615,3.26059694005518,1451.5,3.97399041752224,3.97 [1.74-6.68],359,867,3987
CHRONIC AIRWAY DISEASES,CHRONIC PAIN CONDITIONS,3.87491523781846,1.05414781530215e-26,3.08158676930144,4.87247941542839,122,Positive,Significant,Significant after FDR correction,0,true,69,CHRONIC PAIN CONDITIONS precedes CHRONIC AIRWAY DISEASES,56.5573770491803,3.05994482066717,1398,3.82751540041068,3.83 [1.52-6.14],714,401,3987
CHRONIC AIRWAY DISEASES,NEUROPATHIC PAIN,3.80148760330579,9.89638341369451e-24,2.98981845839104,4.83350684973177,109,Positive,Significant,Significant after FDR correction,0,true,53,NEUROPATHIC PAIN precedes CHRONIC AIRWAY DISEASES,48.6238532110092,2.73388512666165,1312,3.59206023271732,3.59 [0.96-6.37],714,359,3987
DIABETES,HYPERTENSION,3.61700611851479,2.53320432382836e-32,2.96638956626291,4.41032203260316,170,Positive,Significant,Significant after FDR correction,0,true,105,HYPERTENSION precedes DIABETES,61.7647058823529,4.26385753699523,1223.5,3.34976043805613,3.35 [1.39-7.33],580,752,3987
ANAEMIA,CKD,3.56673373574782,1.35833334688964e-22,2.82327679194051,4.50596610932283,110,Positive,Significant,Significant after FDR correction,0,true,57,ANAEMIA precedes CKD,51.8181818181818,2.75896664158515,579.5,1.58658453114305,1.59 [0.26-4.67],495,536,3987
IBD,REFLUX DISORDERS,3.56644951723561,1.21796007532189e-22,2.81369293980914,4.52059355128244,116,Positive,Significant,Significant after FDR correction,0,true,65,IBD precedes REFLUX DISORDERS,56.0344827586207,2.90945573112616,1045,2.86105407255305,2.86 [1.13-6.13],339,867,3987
CHRONIC AIRWAY DISEASES,REFLUX DISORDERS,3.55779966632444,8.13001047393678e-40,2.97838173373179,4.24993825416677,227,Positive,Significant,Significant after FDR correction,0,true,111,REFLUX DISORDERS precedes CHRONIC AIRWAY DISEASES,48.8986784140969,5.69350388763481,1058,2.89664613278576,2.90 [1.01-6.54],714,867,3987
DYSPHAGIA,REFLUX DISORDERS,3.52535893063425,6.67027403616486e-24,2.80445240547153,4.43158014218931,125,Positive,Significant,Significant after FDR correction,0,true,67,DYSPHAGIA precedes REFLUX DISORDERS,53.6,3.13518936543767,956,2.61738535249829,2.62 [0.61-6.39],370,867,3987
CHRONIC ARTHRITIS,REFLUX DISORDERS,3.51118045527508,4.4221981140523e-40,2.94531740723882,4.18575877737516,233,Positive,Significant,Significant after FDR correction,0,true,117,REFLUX DISORDERS precedes CHRONIC ARTHRITIS,50.2145922746781,5.84399297717582,1254,3.43326488706365,3.43 [1.11-6.77],742,867,3987
CHRONIC AIRWAY DISEASES,DIABETES,3.47322334210695,2.6109806742603e-29,2.83686624317633,4.25232610567138,159,Positive,Significant,Significant after FDR correction,0,true,79,CHRONIC AIRWAY DISEASES precedes DIABETES,49.685534591195,3.98796087283672,737,2.01779603011636,2.02 [0.36-5.00],714,580,3987
CHRONIC PAIN CONDITIONS,INSOMNIA,3.4582066606785,1.24228516048598e-15,2.62536373334047,4.555251966075,73,Positive,Significant,Significant after FDR correction,0,true,43,INSOMNIA precedes CHRONIC PAIN CONDITIONS,58.9041095890411,1.8309505894156,1580,4.32580424366872,4.33 [1.84-7.62],401,426,3987
CHRONIC DIARRHOEA,REFLUX DISORDERS,3.30253164556962,1.46400225881956e-14,2.48701513779137,4.38546396612393,77,Positive,Significant,Significant after FDR correction,0,true,40,REFLUX DISORDERS precedes CHRONIC DIARRHOEA,51.9480519480519,1.93127664910961,1006,2.75427789185489,2.75 [1.10-6.54],231,867,3987
INSOMNIA,MENTAL ILLNESS,3.29950658195866,2.01566355725003e-24,2.66149564646964,4.09046082747846,143,Positive,Significant,Significant after FDR correction,0,true,74,INSOMNIA precedes MENTAL ILLNESS,51.7482517482517,3.5866566340607,826,2.26146475017112,2.26 [0.64-5.00],426,915,3987
CHRONIC PAIN CONDITIONS,MENTAL ILLNESS,3.29106419895894,2.78893485282993e-23,2.64005413122857,4.10260662217137,135,Positive,Significant,Significant after FDR correction,0,true,66,CHRONIC PAIN CONDITIONS precedes MENTAL ILLNESS,48.8888888888889,3.38600451467269,1276,3.49349760438056,3.49 [1.36-6.89],401,915,3987
MENOPAUSAL AND PERIMENOPAUSAL,NEUROPATHIC PAIN,3.25706829056111,1.86866748950387e-20,2.57886729433118,4.11362533958149,117,Positive,Significant,Significant after FDR correction,0,true,68,MENOPAUSAL AND PERIMENOPAUSAL precedes NEUROPATHIC PAIN,58.1196581196581,2.93453724604966,1301,3.56194387405886,3.56 [1.44-6.27],877,359,3987
CKD,DIABETES,3.24494244084125,2.46807074185579e-21,2.59151933264402,4.06311900194463,119,Positive,Significant,Significant after FDR correction,0,true,59,DIABETES precedes CKD,49.5798319327731,2.98470027589666,839,2.29705681040383,2.30 [0.72-4.36],536,580,3987
CHRONIC AIRWAY DISEASES,IBD,3.21371902124818,7.29170996751627e-17,2.49620690615947,4.13747350912609,93,Positive,Significant,Significant after FDR correction,0,true,50,IBD precedes CHRONIC AIRWAY DISEASES,53.763440860215,2.33258088788563,1318,3.60848733744011,3.61 [1.43-7.25],714,339,3987
ANAEMIA,REFLUX DISORDERS,3.18662624983034,5.13979361577736e-25,2.59385349292547,3.91486523190443,154,Positive,Significant,Significant after FDR correction,0,true,78,REFLUX DISORDERS precedes ANAEMIA,50.6493506493506,3.86255329821921,1040.5,2.84873374401095,2.85 [0.42-5.30],495,867,3987
CHRONIC DIARRHOEA,MENTAL ILLNESS,3.14957715463724,1.39042365274257e-13,2.37494657339048,4.17686711952061,78,Positive,Significant,Significant after FDR correction,0,true,45,MENTAL ILLNESS precedes CHRONIC DIARRHOEA,57.6923076923077,1.95635816403311,1036,2.83641341546886,2.84 [0.69-5.92],231,915,3987
MENTAL ILLNESS,REFLUX DISORDERS,3.10704877827232,4.69523762536267e-37,2.63031652870134,3.67018646053593,261,Positive,Significant,Significant after FDR correction,0,true,123,MENTAL ILLNESS precedes REFLUX DISORDERS,47.1264367816092,6.54627539503386,1142,3.12662559890486,3.13 [0.91-6.69],915,867,3987
CHRONIC AIRWAY DISEASES,MENTAL ILLNESS,3.0949815046748,3.19096215440797e-32,2.59122445778391,3.69667339527633,220,Positive,Significant,Significant after FDR correction,0,true,110,MENTAL ILLNESS precedes CHRONIC AIRWAY DISEASES,50,5.5179332831703,1116.5,3.05681040383299,3.06 [0.86-6.66],714,915,3987
CANCER,MENOPAUSAL AND PERIMENOPAUSAL,3.07814244830756,7.45881011064581e-19,2.43935435568466,3.88420850377579,116,Positive,Significant,Significant after FDR correction,0,true,74,MENOPAUSAL AND PERIMENOPAUSAL precedes CANCER,63.7931034482759,2.90945573112616,1403.5,3.8425735797399,3.84 [0.68-8.14],369,877,3987
ANAEMIA,CANCER,3.06022856781056,4.73823568387284e-13,2.31968490974393,4.0371857608358,71,Positive,Significant,Significant after FDR correction,0,true,37,ANAEMIA precedes CANCER,52.112676056338,1.7807875595686,776,2.12457221081451,2.12 [0.42-5.25],495,369,3987
CHRONIC CONSTIPATION,MENTAL ILLNESS,3.03437876960193,3.38089892248183e-14,2.32080066550891,3.96736120178244,86,Positive,Significant,Significant after FDR correction,0,true,49,CHRONIC CONSTIPATION precedes MENTAL ILLNESS,56.9767441860465,2.15701028342112,1250,3.42231348391513,3.42 [1.13-6.84],262,915,3987
CHRONIC PAIN CONDITIONS,HYPERTENSION,3.01590894565287,1.29911272093758e-17,2.38486254000258,3.81393334664024,109,Positive,Significant,Significant after FDR correction,0,true,57,HYPERTENSION precedes CHRONIC PAIN CONDITIONS,52.2935779816514,2.73388512666165,1164,3.18685831622177,3.19 [1.37-6.82],401,752,3987
CHRONIC DIARRHOEA,MENOPAUSAL AND PERIMENOPAUSAL,2.99052207317841,2.92539921480177e-12,2.24409799308842,3.9852191382513,73,Positive,Significant,Significant after FDR correction,0,true,47,MENOPAUSAL AND PERIMENOPAUSAL precedes CHRONIC DIARRHOEA,64.3835616438356,1.8309505894156,1181,3.23340177960301,3.23 [1.71-6.55],231,877,3987
ANAEMIA,CHRONIC ARTHRITIS,2.98665950398424,3.54786754324193e-20,2.40399274238163,3.71054988456505,130,Positive,Significant,Significant after FDR correction,0,true,64,CHRONIC ARTHRITIS precedes ANAEMIA,49.2307692307692,3.26059694005518,900,2.46406570841889,2.46 [0.73-6.25],495,742,3987
CHRONIC PAIN CONDITIONS,MENOPAUSAL AND PERIMENOPAUSAL,2.98328339980535,5.82990555576722e-19,2.38074712045234,3.73831381212096,123,Positive,Significant,Significant after FDR correction,0,true,63,MENOPAUSAL AND PERIMENOPAUSAL precedes CHRONIC PAIN CONDITIONS,51.219512195122,3.08502633559067,1255,3.43600273785079,3.44 [1.38-6.32],401,877,3987
INSOMNIA,MENOPAUSAL AND PERIMENOPAUSAL,2.9784905387315,9.08720541622355e-20,2.39014048823599,3.71166713127416,130,Positive,Significant,Significant after FDR correction,0,true,69,MENOPAUSAL AND PERIMENOPAUSAL precedes INSOMNIA,53.0769230769231,3.26059694005518,1458,3.9917864476386,3.99 [1.77-7.56],426,877,3987
DIABETES,NEUROPATHIC PAIN,2.97375622066893,1.84416812656625e-13,2.27693467972918,3.88382949177047,78,Positive,Significant,Significant after FDR correction,0,true,42,NEUROPATHIC PAIN precedes DIABETES,53.8461538461538,1.95635816403311,1343.5,3.67830253251198,3.68 [1.36-5.88],580,359,3987
CHRONIC CONSTIPATION,MENOPAUSAL AND PERIMENOPAUSAL,2.96941998602376,2.33219466146008e-13,2.26319006998343,3.89602940130517,82,Positive,Significant,Significant after FDR correction,0,true,43,CHRONIC CONSTIPATION precedes MENOPAUSAL AND PERIMENOPAUSAL,52.4390243902439,2.05668422372711,1285.5,3.51950718685832,3.52 [1.48-6.74],262,877,3987
EPILEPSY,OSTEOPOROSIS,2.88160377358491,8.16404343407191e-13,2.2035687935846,3.76826915143912,82,Positive,Significant,Significant after FDR correction,0,true,52,EPILEPSY precedes OSTEOPOROSIS,63.4146341463415,2.05668422372711,1256.5,3.44010951403149,3.44 [1.09-6.84],824,282,3987
CHRONIC AIRWAY DISEASES,CKD,2.87491068694498,2.36616918998787e-19,2.32016010788773,3.56230220053004,132,Positive,Significant,Significant after FDR correction,0,true,79,CHRONIC AIRWAY DISEASES precedes CKD,59.8484848484849,3.31075996990218,994,2.72142368240931,2.72 [1.06-5.66],714,536,3987
CKD,DYSPHAGIA,2.86986495625804,4.14227808426415e-12,2.18409189645197,3.77096077346263,73,Positive,Significant,Significant after FDR correction,0,true,36,DYSPHAGIA precedes CKD,49.3150684931507,1.8309505894156,1286,3.52087611225188,3.52 [0.93-6.31],536,370,3987
MENTAL ILLNESS,NEUROPATHIC PAIN,2.86690094332488,1.88118356042955e-16,2.26568504876598,3.62765381857187,112,Positive,Significant,Significant after FDR correction,0,true,58,MENTAL ILLNESS precedes NEUROPATHIC PAIN,51.7857142857143,2.80912967143215,1530,4.18891170431212,4.19 [1.79-8.26],915,359,3987
CHRONIC AIRWAY DISEASES,CHRONIC ARTHRITIS,2.86621041154912,2.90308314002583e-24,2.36757611144615,3.46986189105222,176,Positive,Significant,Significant after FDR correction,0,true,91,CHRONIC AIRWAY DISEASES precedes CHRONIC ARTHRITIS,51.7045454545455,4.41434662653624,1440,3.94250513347023,3.94 [1.35-7.17],714,742,3987
CKD,INSOMNIA,2.86319258072198,2.53586469046461e-13,2.21159638642511,3.70676666168398,83,Positive,Significant,Significant after FDR correction,0,true,56,INSOMNIA precedes CKD,67.4698795180723,2.08176573865061,1326,3.63039014373717,3.63 [1.24-6.56],536,426,3987
CKD,THYROID DISORDERS,2.85955785352568,1.81044963779492e-22,2.34282752640234,3.49025740286447,163,Positive,Significant,Significant after FDR correction,0,true,85,THYROID DISORDERS precedes CKD,52.1472392638037,4.08828693253072,1097,3.00342231348392,3.00 [1.17-5.89],536,919,3987
ANAEMIA,DIABETES,2.85930563096873,8.24929143726562e-16,2.25580985115488,3.6242543612902,102,Positive,Significant,Significant after FDR correction,0,true,57,ANAEMIA precedes DIABETES,55.8823529411765,2.55831452219714,898,2.45859000684463,2.46 [0.67-5.60],495,580,3987
EPILEPSY,IBD,2.85209794582059,1.06674532416908e-14,2.22566725282552,3.65484224213086,97,Positive,Significant,Significant after FDR correction,0,true,50,IBD precedes EPILEPSY,51.5463917525773,2.43290694757963,1031,2.8227241615332,2.82 [1.02-5.95],824,339,3987
HEARING LOSS,MENOPAUSAL AND PERIMENOPAUSAL,2.83838758939524,5.14510810962412e-19,2.28894287498716,3.51972266135219,135,Positive,Significant,Significant after FDR correction,0,true,72,MENOPAUSAL AND PERIMENOPAUSAL precedes HEARING LOSS,53.3333333333333,3.38600451467269,1453,3.97809719370294,3.98 [1.53-7.17],458,877,3987
CHRONIC ARTHRITIS,HEARING LOSS,2.83050791788856,3.92050241497861e-17,2.25837904990097,3.54757766353756,117,Positive,Significant,Significant after FDR correction,0,true,117,No clear precedence,100,2.93453724604966,1277,3.49623545516769,3.50 [1.54-6.15],742,458,3987
MENOPAUSAL AND PERIMENOPAUSAL,REFLUX DISORDERS,2.80260542232373,1.89870846778602e-29,2.36327151073721,3.32361183112141,238,Positive,Significant,Significant after FDR correction,0,true,128,MENOPAUSAL AND PERIMENOPAUSAL precedes REFLUX DISORDERS,53.781512605042,5.96940055179333,1215.5,3.32785763175907,3.33 [1.34-6.66],877,867,3987
CKD,HYPERTENSION,2.77511246195694,1.04575323002437e-18,2.24458551649704,3.4310339792834,135,Positive,Significant,Significant after FDR correction,0,true,98,HYPERTENSION precedes CKD,72.5925925925926,3.38600451467269,1443,3.95071868583162,3.95 [1.44-7.11],536,752,3987
CHRONIC ARTHRITIS,MENTAL ILLNESS,2.75027062834246,3.63242504147106e-26,2.30255567817322,3.28504044476539,213,Positive,Significant,Significant after FDR correction,0,true,119,MENTAL ILLNESS precedes CHRONIC ARTHRITIS,55.868544600939,5.34236267870579,1224,3.35112936344969,3.35 [1.53-7.26],742,915,3987
CHRONIC AIRWAY DISEASES,HEARING LOSS,2.74687083315411,1.30874193560477e-15,2.18300016613812,3.45638973879738,111,Positive,Significant,Significant after FDR correction,0,true,54,CHRONIC AIRWAY DISEASES precedes HEARING LOSS,48.6486486486487,2.78404815650865,1252,3.42778918548939,3.43 [1.78-7.46],714,458,3987
CHRONIC ARTHRITIS,INSOMNIA,2.73515167970775,3.5507425066783e-15,2.16459128649167,3.4561049735783,107,Positive,Significant,Significant after FDR correction,0,true,66,INSOMNIA precedes CHRONIC ARTHRITIS,61.6822429906542,2.68372209681465,1397,3.82477754962355,3.82 [1.75-7.48],742,426,3987
CHRONIC ARTHRITIS,MENOPAUSAL AND PERIMENOPAUSAL,2.71794163624011,6.73047793282008e-25,2.26974163909879,3.25464652485323,204,Positive,Significant,Significant after FDR correction,0,true,113,MENOPAUSAL AND PERIMENOPAUSAL precedes CHRONIC ARTHRITIS,55.3921568627451,5.11662904439428,1343.5,3.67830253251198,3.68 [1.66-5.84],742,877,3987
CHRONIC AIRWAY DISEASES,DYSPHAGIA,2.70175137362637,6.83328127431097e-13,2.10081060795061,3.47459235842911,90,Positive,Significant,Significant after FDR correction,0,true,51,CHRONIC AIRWAY DISEASES precedes DYSPHAGIA,56.6666666666667,2.25733634311512,1445.5,3.95756331279945,3.96 [1.23-6.44],714,370,3987
CHRONIC ARTHRITIS,DIABETES,2.67283298097252,3.69094758449857e-18,2.17065183824691,3.29119392538979,140,Positive,Significant,Significant after FDR correction,0,true,68,CHRONIC ARTHRITIS precedes DIABETES,48.5714285714286,3.51141208929019,1049.5,2.87337440109514,2.87 [1.32-5.62],742,580,3987
HYPERTENSION,REFLUX DISORDERS,2.66314149008886,5.54898066285288e-24,2.22336391200089,3.18990632075613,202,Positive,Significant,Significant after FDR correction,0,true,116,HYPERTENSION precedes REFLUX DISORDERS,57.4257425742574,5.06646601454728,1200.5,3.28678986995209,3.29 [1.25-6.50],752,867,3987
HYPERTENSION,NEUROPATHIC PAIN,2.63715899774256,2.18911612818343e-12,2.04972448817021,3.39294750075554,90,Positive,Significant,Significant after FDR correction,0,true,47,HYPERTENSION precedes NEUROPATHIC PAIN,52.2222222222222,2.25733634311512,1261,3.45242984257358,3.45 [1.20-6.84],752,359,3987
DIABETES,INSOMNIA,2.63292303338993,8.34803850682517e-12,2.03867303361808,3.40039014861169,84,Positive,Significant,Significant after FDR correction,0,true,51,INSOMNIA precedes DIABETES,60.7142857142857,2.10684725357412,1483.5,4.06160164271047,4.06 [1.08-7.00],580,426,3987
CHRONIC ARTHRITIS,HYPERTENSION,2.63174786571667,5.72018646662498e-21,2.17597770626551,3.18298152079465,175,Positive,Significant,Significant after FDR correction,0,true,101,HYPERTENSION precedes CHRONIC ARTHRITIS,57.7142857142857,4.38926511161274,1412,3.86584531143053,3.87 [1.53-7.21],742,752,3987
CHRONIC ARTHRITIS,CKD,2.60024270294437,3.96994742287687e-16,2.09616590218755,3.22553768628686,128,Positive,Significant,Significant after FDR correction,0,true,69,CHRONIC ARTHRITIS precedes CKD,53.90625,3.21043391020818,986,2.69952087611225,2.70 [1.08-7.48],742,536,3987
DIABETES,MENTAL ILLNESS,2.57641093926047,4.10721170169356e-19,2.11708779325083,3.13538878694701,164,Positive,Significant,Significant after FDR correction,0,true,84,MENTAL ILLNESS precedes DIABETES,51.219512195122,4.11336844745423,782,2.1409993155373,2.14 [0.37-5.31],580,915,3987
INSOMNIA,REFLUX DISORDERS,2.55607766990291,2.18881762706805e-14,2.03871574640096,3.20472977466832,117,Positive,Significant,Significant after FDR correction,0,true,60,INSOMNIA precedes REFLUX DISORDERS,51.2820512820513,2.93453724604966,1252,3.42778918548939,3.43 [1.61-7.09],426,867,3987
DIABETES,REFLUX DISORDERS,2.53398876404494,7.17002194428828e-18,2.07468480909881,3.09497569372728,155,Positive,Significant,Significant after FDR correction,0,true,88,REFLUX DISORDERS precedes DIABETES,56.7741935483871,3.88763481314271,1125,3.08008213552361,3.08 [1.29-6.01],580,867,3987
CHRONIC AIRWAY DISEASES,HYPERTENSION,2.52827659396207,8.96378548033941e-19,2.0826233180775,3.0692936548301,165,Positive,Significant,Significant after FDR correction,0,true,90,HYPERTENSION precedes CHRONIC AIRWAY DISEASES,54.5454545454545,4.13844996237773,1193,3.2662559890486,3.27 [1.52-6.41],714,752,3987
EPILEPSY,THYROID DISORDERS,2.4191089579714,2.27243030701048e-21,2.03289077464981,2.87870269446503,218,Positive,Significant,Significant after FDR correction,0,true,110,THYROID DISORDERS precedes EPILEPSY,50.4587155963303,5.4677702533233,967.5,2.64887063655031,2.65 [0.82-6.08],824,919,3987
