ConditionA,ConditionB,OddsRatio,PValue,OddsRatio_CI_Low,OddsRatio_CI_High,PairFrequency,Direction,Significance,Interpretation,AdjustedPValue,FDRSignificance,DirectionalFrequency,Precedence,DirectionalPercentage,Percentage,MedianDurationDays,MedianDurationYears,MedianDurationYearsWithIQR,ConditionA_Count,ConditionB_Count,TotalPatientsInGroup
CORONARY HEART DISEASE,DIABETES,9.6895694259012,7.8169024973367e-47,7.38737401706821,12.7092191951343,93,Positive,Significant,Significant after FDR correction,0,true,33,DIABETES precedes CORONARY HEART DISEASE,35.4838709677419,5.36332179930796,232,0.635181382614648,0.64 [0.00-2.85],307,373,1734
CKD,MENTAL ILLNESS,9.67939132518572,9.75561001324172e-63,7.60473763452048,12.3200327123433,133,Positive,Significant,Significant after FDR correction,0,true,68,MENTAL ILLNESS precedes CKD,51.1278195488722,7.67012687427912,456,1.24845995893224,1.25 [0.11-3.65],561,328,1734
CKD,REFLUX DISORDERS,9.64316488418065,3.49513630943099e-59,7.52676576499161,12.3546596090464,125,Positive,Significant,Significant after FDR correction,0,true,94,REFLUX DISORDERS precedes CKD,75.2,7.20876585928489,915,2.50513347022587,2.51 [0.95-6.22],561,306,1734
CARDIAC ARRHYTHMIAS,HYPERTENSION,9.55406677060071,1.15685536788755e-53,7.41178759052284,12.3155434154391,110,Positive,Significant,Significant after FDR correction,0,true,88,HYPERTENSION precedes CARDIAC ARRHYTHMIAS,80,6.3437139561707,1706,4.67077344284736,4.67 [2.16-8.31],403,353,1734
CORONARY HEART DISEASE,REFLUX DISORDERS,9.40415996322684,1.48861506486308e-39,7.04429198730704,12.5545938148665,78,Positive,Significant,Significant after FDR correction,0,true,48,REFLUX DISORDERS precedes CORONARY HEART DISEASE,61.5384615384615,4.49826989619377,1064,2.91307323750856,2.91 [1.07-5.64],307,306,1734
CHRONIC AIRWAY DISEASES,CHRONIC ARTHRITIS,9.37509995090131,3.05872552198683e-52,7.26575401439119,12.0968173317322,108,Positive,Significant,Significant after FDR correction,0,true,54,CHRONIC ARTHRITIS precedes CHRONIC AIRWAY DISEASES,50,6.22837370242214,852.5,2.33401779603012,2.33 [0.83-5.65],373,377,1734
CKD,HEARING LOSS,9.33045328351626,4.42260641333267e-55,7.24587419230335,12.0147488302174,118,Positive,Significant,Significant after FDR correction,0,true,79,HEARING LOSS precedes CKD,66.9491525423729,6.80507497116494,1187.5,3.25119780971937,3.25 [1.40-6.22],561,292,1734
ANAEMIA,HEARING LOSS,9.31127086007702,4.21091159132915e-43,7.05517139499545,12.2888247748622,87,Positive,Significant,Significant after FDR correction,0,true,49,HEARING LOSS precedes ANAEMIA,56.3218390804598,5.01730103806228,1041,2.85010266940452,2.85 [1.00-6.57],372,292,1734
CKD,THYROID DISORDERS,9.16749601910828,1.53065805190931e-42,6.89105753913747,12.1959485584103,90,Positive,Significant,Significant after FDR correction,0,true,53,THYROID DISORDERS precedes CKD,58.8888888888889,5.19031141868512,793.5,2.17248459958932,2.17 [0.91-5.80],561,218,1734
DIABETES,HYPERTENSION,9.14310515873016,1.54139561974488e-48,7.04411964456118,11.8675400421603,101,Positive,Significant,Significant after FDR correction,0,true,73,HYPERTENSION precedes DIABETES,72.2772277227723,5.82468281430219,1253,3.43052703627652,3.43 [0.99-6.90],373,353,1734
CARDIAC ARRHYTHMIAS,DYSPHAGIA,9.02018761990249,5.97166803416871e-40,6.78441669585725,11.9927457798878,82,Positive,Significant,Significant after FDR correction,0,true,82,No clear precedence,100,4.72895040369089,585.5,1.60301163586585,1.60 [0.22-4.94],403,259,1734
CARDIAC ARRHYTHMIAS,CHRONIC AIRWAY DISEASES,8.94482641430513,7.03501558969472e-52,6.95861557828071,11.4979651745354,111,Positive,Significant,Significant after FDR correction,0,true,66,CHRONIC AIRWAY DISEASES precedes CARDIAC ARRHYTHMIAS,59.4594594594595,6.40138408304498,769,2.10540725530459,2.11 [0.70-4.12],403,373,1734
ANAEMIA,CHRONIC ARTHRITIS,8.94373760740251,1.76699046044963e-49,6.92127966581095,11.5571752988389,105,Positive,Significant,Significant after FDR correction,0,true,60,CHRONIC ARTHRITIS precedes ANAEMIA,57.1428571428571,6.05536332179931,848,2.32169746748802,2.32 [0.87-4.97],372,377,1734
ANAEMIA,CHRONIC AIRWAY DISEASES,8.92825833656994,5.08059883212821e-49,6.90317832772096,11.5474051429941,104,Positive,Significant,Significant after FDR correction,0,true,57,CHRONIC AIRWAY DISEASES precedes ANAEMIA,54.8076923076923,5.99769319492503,741,2.02874743326489,2.03 [0.67-5.13],372,373,1734
CANCER,HYPERTENSION,8.91054526748971,2.72945207502641e-40,6.72834460889888,11.8004979796921,83,Positive,Significant,Significant after FDR correction,0,true,65,HYPERTENSION precedes CANCER,78.3132530120482,4.78662053056517,1540,4.21629021218344,4.22 [2.26-7.56],299,353,1734
ANAEMIA,HYPERTENSION,8.85748896772519,9.5704766045453e-47,6.81628747739069,11.5099474712012,99,Positive,Significant,Significant after FDR correction,0,true,71,HYPERTENSION precedes ANAEMIA,71.7171717171717,5.70934256055363,1409,3.85763175906913,3.86 [1.63-7.49],372,353,1734
CHRONIC ARTHRITIS,CKD,8.82309941520468,2.97080338914466e-63,7.00710631916917,11.1097334255684,143,Positive,Significant,Significant after FDR correction,0,true,99,CHRONIC ARTHRITIS precedes CKD,69.2307692307692,8.24682814302192,860,2.35455167693361,2.35 [0.90-5.24],377,561,1734
HEART FAILURE,HYPERTENSION,8.61104693140794,1.74642078775632e-36,6.44185729370507,11.5106755511907,76,Positive,Significant,Significant after FDR correction,0,true,61,HYPERTENSION precedes HEART FAILURE,80.2631578947368,4.38292964244521,1527.5,4.18206707734428,4.18 [1.77-8.02],276,353,1734
CHRONIC ARTHRITIS,HEARING LOSS,8.60757416644789,9.50840199218027e-40,6.51098040981465,11.3792898100595,84,Positive,Significant,Significant after FDR correction,0,true,44,HEARING LOSS precedes CHRONIC ARTHRITIS,52.3809523809524,4.84429065743945,1305,3.57289527720739,3.57 [1.27-6.15],377,292,1734
ANAEMIA,REFLUX DISORDERS,8.52619198982835,2.40310380076967e-40,6.46977544633554,11.2362400287923,86,Positive,Significant,Significant after FDR correction,0,true,47,REFLUX DISORDERS precedes ANAEMIA,54.6511627906977,4.959630911188,1104.5,3.02395619438741,3.02 [0.82-6.61],372,306,1734
HYPERTENSION,REFLUX DISORDERS,8.44665919873484,1.64376701371286e-38,6.37945554133449,11.1837211118251,82,Positive,Significant,Significant after FDR correction,0,true,51,HYPERTENSION precedes REFLUX DISORDERS,62.1951219512195,4.72895040369089,1268.5,3.47296372347707,3.47 [1.05-6.19],353,306,1734
CHRONIC ARTHRITIS,HYPERTENSION,8.38600725446429,2.66898112669948e-44,6.44938948647695,10.904151132349,97,Positive,Significant,Significant after FDR correction,0,true,65,HYPERTENSION precedes CHRONIC ARTHRITIS,67.0103092783505,5.59400230680508,1268,3.4715947980835,3.47 [1.40-6.23],377,353,1734
ANAEMIA,DIABETES,8.32929325576384,2.85048872563596e-45,6.42689278133744,10.7948161733726,100,Positive,Significant,Significant after FDR correction,0,true,53,DIABETES precedes ANAEMIA,53,5.76701268742791,716,1.96030116358658,1.96 [0.85-5.80],372,373,1734
CARDIAC ARRHYTHMIAS,REFLUX DISORDERS,8.26810436634718,4.83778855791669e-41,6.30634787176516,10.8401171649408,90,Positive,Significant,Significant after FDR correction,0,true,65,REFLUX DISORDERS precedes CARDIAC ARRHYTHMIAS,72.2222222222222,5.19031141868512,875,2.39561943874059,2.40 [1.06-5.82],403,306,1734
CKD,STROKE,8.11289114274189,2.78829295548324e-40,6.15223434604685,10.6983900469058,92,Positive,Significant,Significant after FDR correction,0,true,54,STROKE precedes CKD,58.695652173913,5.30565167243368,642.5,1.75906913073238,1.76 [0.42-5.11],561,240,1734
ANAEMIA,CARDIAC ARRHYTHMIAS,7.9935107073329,1.66245755263662e-45,6.19774149939009,10.3095963964508,104,Positive,Significant,Significant after FDR correction,0,true,58,ANAEMIA precedes CARDIAC ARRHYTHMIAS,55.7692307692308,5.99769319492503,699.5,1.9151266255989,1.92 [0.63-3.98],372,403,1734
ANAEMIA,CANCER,7.96746429584791,1.34070359992302e-36,6.01670754488711,10.5507018301988,81,Positive,Significant,Significant after FDR correction,0,true,43,ANAEMIA precedes CANCER,53.0864197530864,4.67128027681661,456,1.24845995893224,1.25 [0.27-4.17],372,299,1734
CKD,DEMENTIA,7.75764386383855,1.27465725673133e-45,6.01538035269543,10.0045275260417,109,Positive,Significant,Significant after FDR correction,0,true,54,CKD precedes DEMENTIA,49.5412844036697,6.28604382929642,438,1.19917864476386,1.20 [0.33-3.37],561,298,1734
CHRONIC AIRWAY DISEASES,CKD,7.69613788700926,7.69214489808473e-54,6.09202698935471,9.72263229945624,132,Positive,Significant,Significant after FDR correction,0,true,71,CHRONIC AIRWAY DISEASES precedes CKD,53.7878787878788,7.61245674740484,761.5,2.08487337440109,2.08 [0.55-5.00],373,561,1734
DIABETES,MENTAL ILLNESS,7.69559708584099,1.18870876707992e-37,5.85689298076768,10.1115411707321,86,Positive,Significant,Significant after FDR correction,0,true,30,DIABETES precedes MENTAL ILLNESS,34.8837209302326,4.959630911188,241.5,0.661190965092402,0.66 [0.00-4.73],373,328,1734
ANAEMIA,CORONARY HEART DISEASE,7.67557704588997,1.12183541695203e-35,5.80273154161403,10.1528879226775,81,Positive,Significant,Significant after FDR correction,0,true,36,ANAEMIA precedes CORONARY HEART DISEASE,44.4444444444444,4.67128027681661,713,1.95208761122519,1.95 [0.36-4.34],372,307,1734
CKD,DYSPHAGIA,7.58891186014864,1.05605695708854e-39,5.79501644019111,9.93812249119444,95,Positive,Significant,Significant after FDR correction,0,true,48,DYSPHAGIA precedes CKD,50.5263157894737,5.47866205305652,524,1.43463381245722,1.43 [0.17-4.91],561,259,1734
CKD,EPILEPSY,7.39253989361702,1.62189495686801e-37,5.62130752105811,9.72187447030693,91,Positive,Significant,Significant after FDR correction,0,true,53,EPILEPSY precedes CKD,58.2417582417582,5.2479815455594,506,1.38535249828884,1.39 [0.25-2.93],561,251,1734
CANCER,CHRONIC ARTHRITIS,7.35628565807594,1.69760952902053e-33,5.54304084436494,9.76268084660193,78,Positive,Significant,Significant after FDR correction,0,true,47,CHRONIC ARTHRITIS precedes CANCER,60.2564102564103,4.49826989619377,1294.5,3.5441478439425,3.54 [1.20-5.94],299,377,1734
CANCER,DIABETES,7.30604760165571,5.69714598840284e-33,5.49848158148148,9.70783129244878,77,Positive,Significant,Significant after FDR correction,0,true,34,DIABETES precedes CANCER,44.1558441558442,4.44059976931949,349,0.955509924709103,0.96 [0.00-4.82],299,373,1734
CORONARY HEART DISEASE,MENTAL ILLNESS,7.17217806561345,5.05616510307516e-30,5.34386376118949,9.6260197684038,70,Positive,Significant,Significant after FDR correction,0,true,35,MENTAL ILLNESS precedes CORONARY HEART DISEASE,50,4.03690888119954,540,1.47843942505133,1.48 [0.20-4.97],307,328,1734
CHRONIC ARTHRITIS,DIABETES,7.09026659174627,1.27150212205243e-37,5.44688274012264,9.22947725158875,92,Positive,Significant,Significant after FDR correction,0,true,49,CHRONIC ARTHRITIS precedes DIABETES,53.2608695652174,5.30565167243368,797,2.18206707734428,2.18 [0.83-6.29],377,373,1734
CANCER,CKD,7.08854850474107,4.21254126827745e-41,5.48605245739219,9.15913952597385,104,Positive,Significant,Significant after FDR correction,0,true,54,CANCER precedes CKD,51.9230769230769,5.99769319492503,492,1.34702258726899,1.35 [0.14-3.91],299,561,1734
DIABETES,HEARING LOSS,7.08302905710165,3.79121349104654e-31,5.31010029361071,9.44790076453203,74,Positive,Significant,Significant after FDR correction,0,true,40,HEARING LOSS precedes DIABETES,54.0540540540541,4.26758938869665,1068.5,2.92539356605065,2.93 [0.88-6.18],373,292,1734
CHRONIC AIRWAY DISEASES,HYPERTENSION,7.07998580367001,7.94261068323497e-36,5.40723655665024,9.27020640858034,87,Positive,Significant,Significant after FDR correction,0,true,61,HYPERTENSION precedes CHRONIC AIRWAY DISEASES,70.1149425287356,5.01730103806228,1468,4.01916495550992,4.02 [1.74-7.58],373,353,1734
CHRONIC AIRWAY DISEASES,MENTAL ILLNESS,6.97423881093672,2.57917429547821e-33,5.28663213973311,9.20056582458404,81,Positive,Significant,Significant after FDR correction,0,true,36,MENTAL ILLNESS precedes CHRONIC AIRWAY DISEASES,44.4444444444444,4.67128027681661,550,1.50581793292266,1.51 [0.16-5.40],373,328,1734
CHRONIC AIRWAY DISEASES,DEMENTIA,6.88667582417582,1.62136635105138e-30,5.16712738383261,9.17846617361895,74,Positive,Significant,Significant after FDR correction,0,true,45,CHRONIC AIRWAY DISEASES precedes DEMENTIA,60.8108108108108,4.26758938869665,779.5,2.13415468856947,2.13 [0.56-5.66],373,298,1734
CHRONIC ARTHRITIS,DEMENTIA,6.64684210526316,2.29621260243971e-29,4.98350317531111,8.8653520260958,73,Positive,Significant,Significant after FDR correction,0,true,58,CHRONIC ARTHRITIS precedes DEMENTIA,79.4520547945205,4.20991926182238,1150,3.14852840520192,3.15 [0.55-6.94],377,298,1734
CHRONIC AIRWAY DISEASES,HEARING LOSS,6.63384375655509,1.24607835011506e-28,4.95769044430431,8.8766903623327,71,Positive,Significant,Significant after FDR correction,0,true,36,HEARING LOSS precedes CHRONIC AIRWAY DISEASES,50.7042253521127,4.09457900807382,857,2.34633812457221,2.35 [0.56-5.26],373,292,1734
CANCER,CHRONIC AIRWAY DISEASES,6.56490113717857,9.3853582998999e-29,4.91604957990266,8.76678036713002,72,Positive,Significant,Significant after FDR correction,0,true,41,CHRONIC AIRWAY DISEASES precedes CANCER,56.9444444444444,4.1522491349481,1004.5,2.7501711156742,2.75 [0.30-5.89],299,373,1734
CARDIAC ARRHYTHMIAS,MENTAL ILLNESS,6.41848390446521,1.42017702543014e-31,4.88039827302537,8.44130608347686,82,Positive,Significant,Significant after FDR correction,0,true,40,MENTAL ILLNESS precedes CARDIAC ARRHYTHMIAS,48.780487804878,4.72895040369089,514.5,1.40862422997947,1.41 [0.27-4.16],403,328,1734
DIABETES,REFLUX DISORDERS,6.3613595706619,4.53155751010745e-28,4.76780110350718,8.48753853374554,72,Positive,Significant,Significant after FDR correction,0,true,38,REFLUX DISORDERS precedes DIABETES,52.7777777777778,4.1522491349481,952,2.60643394934976,2.61 [0.53-6.75],373,306,1734
CARDIAC ARRHYTHMIAS,HEARING LOSS,6.27070707070707,4.98308035526635e-28,4.7057948508222,8.35603089661788,73,Positive,Significant,Significant after FDR correction,0,true,46,HEARING LOSS precedes CARDIAC ARRHYTHMIAS,63.013698630137,4.20991926182238,980,2.68309377138946,2.68 [1.15-5.00],403,292,1734
CARDIAC ARRHYTHMIAS,DEMENTIA,6.22858771168042,3.24570394426435e-28,4.68290725495869,8.2844486917857,74,Positive,Significant,Significant after FDR correction,0,true,37,CARDIAC ARRHYTHMIAS precedes DEMENTIA,50,4.26758938869665,424.5,1.16221765913758,1.16 [0.04-3.56],403,298,1734
CHRONIC AIRWAY DISEASES,DIABETES,5.85669215612685,4.57997947202126e-29,4.45886777815555,7.69272486160751,81,Positive,Significant,Significant after FDR correction,0,true,32,CHRONIC AIRWAY DISEASES precedes DIABETES,39.5061728395062,4.67128027681661,569,1.55783709787817,1.56 [0.00-3.53],373,373,1734
CANCER,CARDIAC ARRHYTHMIAS,5.6894449034187,5.26061307131297e-25,4.25934550355287,7.59970828429773,70,Positive,Significant,Significant after FDR correction,0,true,34,CARDIAC ARRHYTHMIAS precedes CANCER,48.5714285714286,4.03690888119954,915,2.50513347022587,2.51 [0.31-5.85],299,403,1734
