ConditionA,ConditionB,OddsRatio,PValue,OddsRatio_CI_Low,OddsRatio_CI_High,PairFrequency,Direction,Significance,Interpretation,AdjustedPValue,FDRSignificance,DirectionalFrequency,Precedence,DirectionalPercentage,Percentage,MedianDurationDays,MedianDurationYears,MedianDurationYearsWithIQR,ConditionA_Count,ConditionB_Count,TotalPatientsInGroup
Anaemia,Heart Failure,11.4298724954463,1.5596139164707701e-51,8.66525714153078,15.0765272314908,93,Positive,Significant,Significant after FDR correction,0,True,52,ANAEMIA precedes HEART FAILURE,55.9139784946236,5.36332179930796,349.0,0.955509924709103,0.96 [0.16-3.57],372,276,1734
Chronic Airway Diseases,Heart Failure,11.1619217081851,2.28331944824673e-50,8.45849820881879,14.7293873148495,92,Positive,Significant,Significant after FDR correction,0,True,55,CHRONIC AIRWAY DISEASES precedes HEART FAILURE,59.7826086956522,5.30565167243368,575.0,1.57426420260096,1.57 [0.24-4.72],373,276,1734
Diabetes,Heart Failure,10.7221019035678,2.7496286407582496e-48,8.11633385515899,14.1644579045276,90,Positive,Significant,Significant after FDR correction,0,True,42,DIABETES precedes HEART FAILURE,46.6666666666667,5.19031141868512,336.5,0.921286789869952,0.92 [0.00-4.17],373,276,1734
Cardiac Arrhythmias,Diabetes,10.3476305534994,9.70714632108316e-61,8.07670001641811,13.2570799774731,120,Positive,Significant,Significant after FDR correction,0,True,61,DIABETES precedes CARDIAC ARRHYTHMIAS,50.8333333333333,6.9204152249135,685.5,1.87679671457906,1.88 [0.01-5.51],403,373,1734
Chronic Arthritis,Coronary Heart Disease,10.2988265306122,2.17965728178024e-50,7.87169402079043,13.4743331775226,97,Positive,Significant,Significant after FDR correction,0,True,49,CHRONIC ARTHRITIS precedes CORONARY HEART DISEASE,50.5154639175258,5.59400230680508,971.0,2.65845311430527,2.66 [0.60-5.72],377,307,1734
Heart Failure,Reflux Disorders,10.2135426762292,3.39933740611302e-40,7.59731536143151,13.7306994690162,75,Positive,Significant,Significant after FDR correction,0,True,53,REFLUX DISORDERS precedes HEART FAILURE,70.6666666666667,4.32525951557093,1196.0,3.27446954140999,3.27 [0.84-6.23],276,306,1734
Dementia,Mental Illness,10.1155201470814,4.3775494989191703e-44,7.62294505184029,13.423125465309,84,Positive,Significant,Significant after FDR correction,0,True,37,MENTAL ILLNESS precedes DEMENTIA,44.047619047619,4.84429065743945,191.5,0.524298425735797,0.52 [0.00-2.41],298,328,1734
Coronary Heart Disease,Hypertension,10.0676950805768,4.3626814152442603e-47,7.65202838156373,13.2459629239844,91,Positive,Significant,Significant after FDR correction,0,True,60,HYPERTENSION precedes CORONARY HEART DISEASE,65.9340659340659,5.2479815455594,1148.0,3.14305270362765,3.14 [1.05-6.05],307,353,1734
Chronic Kidney Disease,Inflammatory Bowel Disease,10.0136548787262,1.92710325612386e-35,7.2201630884903,13.8879527790837,70,Positive,Significant,Significant after FDR correction,0,True,51,IBD precedes CKD,72.8571428571428,4.03690888119954,655.5,1.79466119096509,1.79 [0.22-4.29],561,158,1734
Chronic Kidney Disease,Hypertension,10.0127362225053,9.75076192036935e-69,7.92121000843575,12.6565116383358,144,Positive,Significant,Significant after FDR correction,0,True,116,HYPERTENSION precedes CKD,80.5555555555556,8.30449826989619,1585.0,4.33949349760438,4.34 [1.51-7.48],561,353,1734
Chronic Airway Diseases,Reflux Disorders,9.92476499628052,5.76874095976683e-48,7.56977477054533,13.0124030393442,94,Positive,Significant,Significant after FDR correction,0,True,45,REFLUX DISORDERS precedes CHRONIC AIRWAY DISEASES,47.8723404255319,5.42099192618224,836.5,2.290212183436,2.29 [0.98-4.77],373,306,1734
Hearing Loss,Hypertension,9.80520708337879,4.1923979217376404e-44,7.41172746573004,12.9716164541233,86,Positive,Significant,Significant after FDR correction,0,True,52,HYPERTENSION precedes HEARING LOSS,60.4651162790698,4.959630911188,1249.0,3.41957563312799,3.42 [1.25-6.56],292,353,1734
Chronic Arthritis,Reflux Disorders,9.77821854790319,1.60075294098804e-47,7.46067745963348,12.8156670071695,94,Positive,Significant,Significant after FDR correction,0,True,47,CHRONIC ARTHRITIS precedes REFLUX DISORDERS,50.0,5.42099192618224,1159.0,3.17316906228611,3.17 [1.05-7.62],377,306,1734
Coronary Heart Disease,Diabetes,9.6895694259012,7.816902497336701e-47,7.38737401706821,12.7092191951343,93,Positive,Significant,Significant after FDR correction,0,True,33,DIABETES precedes CORONARY HEART DISEASE,35.4838709677419,5.36332179930796,232.0,0.635181382614648,0.64 [0.00-2.85],307,373,1734
Chronic Kidney Disease,Mental Illness,9.67939132518572,9.75561001324172e-63,7.60473763452048,12.3200327123433,133,Positive,Significant,Significant after FDR correction,0,True,68,MENTAL ILLNESS precedes CKD,51.1278195488722,7.67012687427912,456.0,1.24845995893224,1.25 [0.11-3.65],561,328,1734
Chronic Kidney Disease,Reflux Disorders,9.64316488418065,3.4951363094309903e-59,7.52676576499161,12.3546596090464,125,Positive,Significant,Significant after FDR correction,0,True,94,REFLUX DISORDERS precedes CKD,75.2,7.20876585928489,915.0,2.50513347022587,2.51 [0.95-6.22],561,306,1734
Cardiac Arrhythmias,Hypertension,9.55406677060071,1.15685536788755e-53,7.41178759052284,12.3155434154391,110,Positive,Significant,Significant after FDR correction,0,True,88,HYPERTENSION precedes CARDIAC ARRHYTHMIAS,80.0,6.3437139561707,1706.0,4.67077344284736,4.67 [2.16-8.31],403,353,1734
Coronary Heart Disease,Reflux Disorders,9.40415996322684,1.48861506486308e-39,7.04429198730704,12.5545938148665,78,Positive,Significant,Significant after FDR correction,0,True,48,REFLUX DISORDERS precedes CORONARY HEART DISEASE,61.5384615384615,4.49826989619377,1064.0,2.91307323750856,2.91 [1.07-5.64],307,306,1734
Chronic Airway Diseases,Chronic Arthritis,9.37509995090131,3.05872552198683e-52,7.26575401439119,12.0968173317322,108,Positive,Significant,Significant after FDR correction,0,True,54,CHRONIC ARTHRITIS precedes CHRONIC AIRWAY DISEASES,50.0,6.22837370242214,852.5,2.33401779603012,2.33 [0.83-5.65],373,377,1734
Chronic Kidney Disease,Hearing Loss,9.33045328351626,4.4226064133326695e-55,7.24587419230335,12.0147488302174,118,Positive,Significant,Significant after FDR correction,0,True,79,HEARING LOSS precedes CKD,66.9491525423729,6.80507497116494,1187.5,3.25119780971937,3.25 [1.40-6.22],561,292,1734
Anaemia,Hearing Loss,9.31127086007702,4.21091159132915e-43,7.05517139499545,12.2888247748622,87,Positive,Significant,Significant after FDR correction,0,True,49,HEARING LOSS precedes ANAEMIA,56.3218390804598,5.01730103806228,1041.0,2.85010266940452,2.85 [1.00-6.57],372,292,1734
Chronic Kidney Disease,Thyroid Disorders,9.16749601910828,1.53065805190931e-42,6.89105753913747,12.1959485584103,90,Positive,Significant,Significant after FDR correction,0,True,53,THYROID DISORDERS precedes CKD,58.8888888888889,5.19031141868512,793.5,2.17248459958932,2.17 [0.91-5.80],561,218,1734
Diabetes,Hypertension,9.14310515873016,1.5413956197448798e-48,7.04411964456118,11.8675400421603,101,Positive,Significant,Significant after FDR correction,0,True,73,HYPERTENSION precedes DIABETES,72.2772277227723,5.82468281430219,1253.0,3.43052703627652,3.43 [0.99-6.90],373,353,1734
Cardiac Arrhythmias,Dysphagia,9.02018761990249,5.97166803416871e-40,6.78441669585725,11.9927457798878,82,Positive,Significant,Significant after FDR correction,0,True,82,No clear precedence,100.0,4.72895040369089,585.5,1.60301163586585,1.60 [0.22-4.94],403,259,1734
Cardiac Arrhythmias,Chronic Airway Diseases,8.94482641430513,7.03501558969472e-52,6.95861557828071,11.4979651745354,111,Positive,Significant,Significant after FDR correction,0,True,66,CHRONIC AIRWAY DISEASES precedes CARDIAC ARRHYTHMIAS,59.4594594594595,6.40138408304498,769.0,2.10540725530459,2.11 [0.70-4.12],403,373,1734
Anaemia,Chronic Arthritis,8.94373760740251,1.76699046044963e-49,6.92127966581095,11.5571752988389,105,Positive,Significant,Significant after FDR correction,0,True,60,CHRONIC ARTHRITIS precedes ANAEMIA,57.1428571428571,6.05536332179931,848.0,2.32169746748802,2.32 [0.87-4.97],372,377,1734
Anaemia,Chronic Airway Diseases,8.92825833656994,5.08059883212821e-49,6.90317832772096,11.5474051429941,104,Positive,Significant,Significant after FDR correction,0,True,57,CHRONIC AIRWAY DISEASES precedes ANAEMIA,54.8076923076923,5.99769319492503,741.0,2.02874743326489,2.03 [0.67-5.13],372,373,1734
Cancer,Hypertension,8.91054526748971,2.72945207502641e-40,6.72834460889888,11.8004979796921,83,Positive,Significant,Significant after FDR correction,0,True,65,HYPERTENSION precedes CANCER,78.3132530120482,4.78662053056517,1540.0,4.21629021218344,4.22 [2.26-7.56],299,353,1734
Anaemia,Hypertension,8.85748896772519,9.5704766045453e-47,6.81628747739069,11.5099474712012,99,Positive,Significant,Significant after FDR correction,0,True,71,HYPERTENSION precedes ANAEMIA,71.7171717171717,5.70934256055363,1409.0,3.85763175906913,3.86 [1.63-7.49],372,353,1734
Chronic Arthritis,Chronic Kidney Disease,8.82309941520468,2.97080338914466e-63,7.00710631916917,11.1097334255684,143,Positive,Significant,Significant after FDR correction,0,True,99,CHRONIC ARTHRITIS precedes CKD,69.2307692307692,8.24682814302192,860.0,2.35455167693361,2.35 [0.90-5.24],377,561,1734
Heart Failure,Hypertension,8.61104693140794,1.74642078775632e-36,6.44185729370507,11.5106755511907,76,Positive,Significant,Significant after FDR correction,0,True,61,HYPERTENSION precedes HEART FAILURE,80.2631578947368,4.38292964244521,1527.5,4.18206707734428,4.18 [1.77-8.02],276,353,1734
Chronic Arthritis,Hearing Loss,8.60757416644789,9.50840199218027e-40,6.51098040981465,11.3792898100595,84,Positive,Significant,Significant after FDR correction,0,True,44,HEARING LOSS precedes CHRONIC ARTHRITIS,52.3809523809524,4.84429065743945,1305.0,3.57289527720739,3.57 [1.27-6.15],377,292,1734
Anaemia,Reflux Disorders,8.52619198982835,2.4031038007696697e-40,6.46977544633554,11.2362400287923,86,Positive,Significant,Significant after FDR correction,0,True,47,REFLUX DISORDERS precedes ANAEMIA,54.6511627906977,4.959630911188,1104.5,3.02395619438741,3.02 [0.82-6.61],372,306,1734
Hypertension,Reflux Disorders,8.44665919873484,1.64376701371286e-38,6.37945554133449,11.1837211118251,82,Positive,Significant,Significant after FDR correction,0,True,51,HYPERTENSION precedes REFLUX DISORDERS,62.1951219512195,4.72895040369089,1268.5,3.47296372347707,3.47 [1.05-6.19],353,306,1734
Chronic Arthritis,Hypertension,8.38600725446429,2.6689811266994803e-44,6.44938948647695,10.904151132349,97,Positive,Significant,Significant after FDR correction,0,True,65,HYPERTENSION precedes CHRONIC ARTHRITIS,67.0103092783505,5.59400230680508,1268.0,3.4715947980835,3.47 [1.40-6.23],377,353,1734
Anaemia,Diabetes,8.32929325576384,2.85048872563596e-45,6.42689278133744,10.7948161733726,100,Positive,Significant,Significant after FDR correction,0,True,53,DIABETES precedes ANAEMIA,53.0,5.76701268742791,716.0,1.96030116358658,1.96 [0.85-5.80],372,373,1734
Cardiac Arrhythmias,Reflux Disorders,8.26810436634718,4.83778855791669e-41,6.30634787176516,10.8401171649408,90,Positive,Significant,Significant after FDR correction,0,True,65,REFLUX DISORDERS precedes CARDIAC ARRHYTHMIAS,72.2222222222222,5.19031141868512,875.0,2.39561943874059,2.40 [1.06-5.82],403,306,1734
Chronic Kidney Disease,Stroke,8.11289114274189,2.78829295548324e-40,6.15223434604685,10.6983900469058,92,Positive,Significant,Significant after FDR correction,0,True,54,STROKE precedes CKD,58.695652173913,5.30565167243368,642.5,1.75906913073238,1.76 [0.42-5.11],561,240,1734
Anaemia,Cardiac Arrhythmias,7.9935107073329,1.66245755263662e-45,6.19774149939009,10.3095963964508,104,Positive,Significant,Significant after FDR correction,0,True,58,ANAEMIA precedes CARDIAC ARRHYTHMIAS,55.7692307692308,5.99769319492503,699.5,1.9151266255989,1.92 [0.63-3.98],372,403,1734
Anaemia,Cancer,7.96746429584791,1.34070359992302e-36,6.01670754488711,10.5507018301988,81,Positive,Significant,Significant after FDR correction,0,True,43,ANAEMIA precedes CANCER,53.0864197530864,4.67128027681661,456.0,1.24845995893224,1.25 [0.27-4.17],372,299,1734
Chronic Kidney Disease,Dementia,7.75764386383855,1.2746572567313301e-45,6.01538035269543,10.0045275260417,109,Positive,Significant,Significant after FDR correction,0,True,54,CKD precedes DEMENTIA,49.5412844036697,6.28604382929642,438.0,1.19917864476386,1.20 [0.33-3.37],561,298,1734
Chronic Airway Diseases,Chronic Kidney Disease,7.69613788700926,7.69214489808473e-54,6.09202698935471,9.72263229945624,132,Positive,Significant,Significant after FDR correction,0,True,71,CHRONIC AIRWAY DISEASES precedes CKD,53.7878787878788,7.61245674740484,761.5,2.08487337440109,2.08 [0.55-5.00],373,561,1734
Diabetes,Mental Illness,7.69559708584099,1.18870876707992e-37,5.85689298076768,10.1115411707321,86,Positive,Significant,Significant after FDR correction,0,True,30,DIABETES precedes MENTAL ILLNESS,34.8837209302326,4.959630911188,241.5,0.661190965092402,0.66 [0.00-4.73],373,328,1734
Anaemia,Coronary Heart Disease,7.67557704588997,1.12183541695203e-35,5.80273154161403,10.1528879226775,81,Positive,Significant,Significant after FDR correction,0,True,36,ANAEMIA precedes CORONARY HEART DISEASE,44.4444444444444,4.67128027681661,713.0,1.95208761122519,1.95 [0.36-4.34],372,307,1734
Chronic Kidney Disease,Dysphagia,7.58891186014864,1.05605695708854e-39,5.79501644019111,9.93812249119444,95,Positive,Significant,Significant after FDR correction,0,True,48,DYSPHAGIA precedes CKD,50.5263157894737,5.47866205305652,524.0,1.43463381245722,1.43 [0.17-4.91],561,259,1734
Chronic Kidney Disease,Epilepsy,7.39253989361702,1.62189495686801e-37,5.62130752105811,9.72187447030693,91,Positive,Significant,Significant after FDR correction,0,True,53,EPILEPSY precedes CKD,58.2417582417582,5.2479815455594,506.0,1.38535249828884,1.39 [0.25-2.93],561,251,1734
Cancer,Chronic Arthritis,7.35628565807594,1.69760952902053e-33,5.54304084436494,9.76268084660193,78,Positive,Significant,Significant after FDR correction,0,True,47,CHRONIC ARTHRITIS precedes CANCER,60.2564102564103,4.49826989619377,1294.5,3.5441478439425,3.54 [1.20-5.94],299,377,1734
Cancer,Diabetes,7.30604760165571,5.69714598840284e-33,5.49848158148148,9.70783129244878,77,Positive,Significant,Significant after FDR correction,0,True,34,DIABETES precedes CANCER,44.1558441558442,4.44059976931949,349.0,0.955509924709103,0.96 [0.00-4.82],299,373,1734
Coronary Heart Disease,Mental Illness,7.17217806561345,5.056165103075159e-30,5.34386376118949,9.6260197684038,70,Positive,Significant,Significant after FDR correction,0,True,35,MENTAL ILLNESS precedes CORONARY HEART DISEASE,50.0,4.03690888119954,540.0,1.47843942505133,1.48 [0.20-4.97],307,328,1734
Chronic Arthritis,Diabetes,7.09026659174627,1.27150212205243e-37,5.44688274012264,9.22947725158875,92,Positive,Significant,Significant after FDR correction,0,True,49,CHRONIC ARTHRITIS precedes DIABETES,53.2608695652174,5.30565167243368,797.0,2.18206707734428,2.18 [0.83-6.29],377,373,1734
Cancer,Chronic Kidney Disease,7.08854850474107,4.21254126827745e-41,5.48605245739219,9.15913952597385,104,Positive,Significant,Significant after FDR correction,0,True,54,CANCER precedes CKD,51.9230769230769,5.99769319492503,492.0,1.34702258726899,1.35 [0.14-3.91],299,561,1734
Diabetes,Hearing Loss,7.08302905710165,3.7912134910465403e-31,5.31010029361071,9.44790076453203,74,Positive,Significant,Significant after FDR correction,0,True,40,HEARING LOSS precedes DIABETES,54.0540540540541,4.26758938869665,1068.5,2.92539356605065,2.93 [0.88-6.18],373,292,1734
Chronic Airway Diseases,Hypertension,7.07998580367001,7.94261068323497e-36,5.40723655665024,9.27020640858034,87,Positive,Significant,Significant after FDR correction,0,True,61,HYPERTENSION precedes CHRONIC AIRWAY DISEASES,70.1149425287356,5.01730103806228,1468.0,4.01916495550992,4.02 [1.74-7.58],373,353,1734
Chronic Airway Diseases,Mental Illness,6.97423881093672,2.5791742954782097e-33,5.28663213973311,9.20056582458404,81,Positive,Significant,Significant after FDR correction,0,True,36,MENTAL ILLNESS precedes CHRONIC AIRWAY DISEASES,44.4444444444444,4.67128027681661,550.0,1.50581793292266,1.51 [0.16-5.40],373,328,1734
Chronic Airway Diseases,Dementia,6.88667582417582,1.62136635105138e-30,5.16712738383261,9.17846617361895,74,Positive,Significant,Significant after FDR correction,0,True,45,CHRONIC AIRWAY DISEASES precedes DEMENTIA,60.8108108108108,4.26758938869665,779.5,2.13415468856947,2.13 [0.56-5.66],373,298,1734
Chronic Arthritis,Dementia,6.64684210526316,2.29621260243971e-29,4.98350317531111,8.8653520260958,73,Positive,Significant,Significant after FDR correction,0,True,58,CHRONIC ARTHRITIS precedes DEMENTIA,79.4520547945205,4.20991926182238,1150.0,3.14852840520192,3.15 [0.55-6.94],377,298,1734
Chronic Airway Diseases,Hearing Loss,6.63384375655509,1.24607835011506e-28,4.95769044430431,8.8766903623327,71,Positive,Significant,Significant after FDR correction,0,True,36,HEARING LOSS precedes CHRONIC AIRWAY DISEASES,50.7042253521127,4.09457900807382,857.0,2.34633812457221,2.35 [0.56-5.26],373,292,1734
Cancer,Chronic Airway Diseases,6.56490113717857,9.3853582998999e-29,4.91604957990266,8.76678036713002,72,Positive,Significant,Significant after FDR correction,0,True,41,CHRONIC AIRWAY DISEASES precedes CANCER,56.9444444444444,4.1522491349481,1004.5,2.7501711156742,2.75 [0.30-5.89],299,373,1734
Cardiac Arrhythmias,Mental Illness,6.41848390446521,1.42017702543014e-31,4.88039827302537,8.44130608347686,82,Positive,Significant,Significant after FDR correction,0,True,40,MENTAL ILLNESS precedes CARDIAC ARRHYTHMIAS,48.780487804878,4.72895040369089,514.5,1.40862422997947,1.41 [0.27-4.16],403,328,1734
Diabetes,Reflux Disorders,6.3613595706619,4.53155751010745e-28,4.76780110350718,8.48753853374554,72,Positive,Significant,Significant after FDR correction,0,True,38,REFLUX DISORDERS precedes DIABETES,52.7777777777778,4.1522491349481,952.0,2.60643394934976,2.61 [0.53-6.75],373,306,1734
Cardiac Arrhythmias,Hearing Loss,6.27070707070707,4.98308035526635e-28,4.7057948508222,8.35603089661788,73,Positive,Significant,Significant after FDR correction,0,True,46,HEARING LOSS precedes CARDIAC ARRHYTHMIAS,63.013698630137,4.20991926182238,980.0,2.68309377138946,2.68 [1.15-5.00],403,292,1734
Cardiac Arrhythmias,Dementia,6.22858771168042,3.24570394426435e-28,4.68290725495869,8.2844486917857,74,Positive,Significant,Significant after FDR correction,0,True,37,CARDIAC ARRHYTHMIAS precedes DEMENTIA,50.0,4.26758938869665,424.5,1.16221765913758,1.16 [0.04-3.56],403,298,1734
Chronic Airway Diseases,Diabetes,5.85669215612685,4.5799794720212597e-29,4.45886777815555,7.69272486160751,81,Positive,Significant,Significant after FDR correction,0,True,32,CHRONIC AIRWAY DISEASES precedes DIABETES,39.5061728395062,4.67128027681661,569.0,1.55783709787817,1.56 [0.00-3.53],373,373,1734
Cancer,Cardiac Arrhythmias,5.6894449034187,5.260613071312971e-25,4.25934550355287,7.59970828429773,70,Positive,Significant,Significant after FDR correction,0,True,34,CARDIAC ARRHYTHMIAS precedes CANCER,48.5714285714286,4.03690888119954,915.0,2.50513347022587,2.51 [0.31-5.85],299,403,1734
